state,updatedon,totaltested,positive
Jammu and Kashmir,05/05/2020,31312,741
Jammu and Kashmir,06/05/2020,34277,775
Jammu and Kashmir,07/05/2020,37706,793
Jammu and Kashmir,08/05/2020,42427,823
Jammu and Kashmir,09/05/2020,44753,836
Jammu and Kashmir,10/05/2020,47080,861
Jammu and Kashmir,11/05/2020,51334,879
Jammu and Kashmir,12/05/2020,53726,934
Jammu and Kashmir,13/05/2020,57111,971
Jammu and Kashmir,14/05/2020,63515,983
Jammu and Kashmir,15/05/2020,70306,1013
Jammu and Kashmir,16/05/2020,76191,1121
Jammu and Kashmir,17/05/2020,80934,1183
Jammu and Kashmir,18/05/2020,88601,1289
Jammu and Kashmir,19/05/2020,96826,1317
Jammu and Kashmir,20/05/2020,101950,1390
Jammu and Kashmir,21/05/2020,107108,1449
Jammu and Kashmir,22/05/2020,114859,1489
Jammu and Kashmir,23/05/2020,124074,1569
Jammu and Kashmir,24/05/2020,130433,1621
Jammu and Kashmir,25/05/2020,134188,1668
Jammu and Kashmir,26/05/2020,140962,1759
Jammu and Kashmir,27/05/2020,145162,1921
Jammu and Kashmir,28/05/2020,153522,2036
Jammu and Kashmir,29/05/2020,158729,2164
Jammu and Kashmir,30/05/2020,164581,2341
Jammu and Kashmir,31/05/2020,171045,2446
Jammu and Kashmir,01/06/2020,176309,2601
Jammu and Kashmir,02/06/2020,183067,2718
Jammu and Kashmir,03/06/2020,189364,2857
Jammu and Kashmir,04/06/2020,195677,3142
Jammu and Kashmir,05/06/2020,202257,3324
Jammu and Kashmir,06/06/2020,211880,3467
Jammu and Kashmir,07/06/2020,218481,4087
Jammu and Kashmir,08/06/2020,227906,4285
Jammu and Kashmir,09/06/2020,235816,4346
Jammu and Kashmir,10/06/2020,241891,4507
Jammu and Kashmir,11/06/2020,247267,4574
Jammu and Kashmir,12/06/2020,254059,4730
Jammu and Kashmir,13/06/2020,260098,4878
Jammu and Kashmir,14/06/2020,266163,5041
Jammu and Kashmir,15/06/2020,271416,5220
Jammu and Kashmir,16/06/2020,276174,5298
Jammu and Kashmir,17/06/2020,282268,5406
Jammu and Kashmir,18/06/2020,289027,5555
Jammu and Kashmir,19/06/2020,295202,5680
Jammu and Kashmir,20/06/2020,301209,5834
Jammu and Kashmir,21/06/2020,307638,5956
Jammu and Kashmir,22/06/2020,313687,6088
Jammu and Kashmir,23/06/2020,319664,6236
Jammu and Kashmir,24/06/2020,326430,6422
Jammu and Kashmir,25/06/2020,332445,6549
Jammu and Kashmir,26/06/2020,338903,6762
Jammu and Kashmir,27/06/2020,345426,6966
Jammu and Kashmir,28/06/2020,351865,7093
Jammu and Kashmir,29/06/2020,358530,7237
Jammu and Kashmir,30/06/2020,365058,7497
Jammu and Kashmir,01/07/2020,371486,7695
Jammu and Kashmir,02/07/2020,377961,7849
Jammu and Kashmir,03/07/2020,385501,8019
Jammu and Kashmir,04/07/2020,392919,8246
Jammu and Kashmir,05/07/2020,399385,8429
Jammu and Kashmir,06/07/2020,406212,8675
Jammu and Kashmir,07/07/2020,413358,8931
Jammu and Kashmir,08/07/2020,421571,9261
Jammu and Kashmir,09/07/2020,429787,9501
Jammu and Kashmir,10/07/2020,437928,9888
Jammu and Kashmir,11/07/2020,445169,10156
Jammu and Kashmir,12/07/2020,452455,10513
Jammu and Kashmir,13/07/2020,459703,10827
Jammu and Kashmir,14/07/2020,466333,11173
Jammu and Kashmir,15/07/2020,474149,11666
Jammu and Kashmir,16/07/2020,481452,12156
Jammu and Kashmir,17/07/2020,489382,12757
Jammu and Kashmir,18/07/2020,498007,13198
Jammu and Kashmir,19/07/2020,507678,13899
Jammu and Kashmir,20/07/2020,518029,14650
Jammu and Kashmir,21/07/2020,528946,15258
Jammu and Kashmir,22/07/2020,537891,15711
Jammu and Kashmir,23/07/2020,548877,16429
Jammu and Kashmir,24/07/2020,559399,16782
Jammu and Kashmir,25/07/2020,570508,17305
Jammu and Kashmir,26/07/2020,581707,17920
Jharkhand,10/04/2020,1340,14
Jharkhand,11/04/2020,1546,17
Jharkhand,12/04/2020,1683,17
Jharkhand,13/04/2020,1982,19
Jharkhand,14/04/2020,2334,27
Jharkhand,17/04/2020,3143,32
Jharkhand,18/04/2020,3431,33
Jharkhand,19/04/2020,3646,38
Jharkhand,20/04/2020,4235,45
Jharkhand,22/04/2020,5176,49
Jharkhand,23/04/2020,5380,53
Jharkhand,24/04/2020,6162,57
Jharkhand,25/04/2020,6970,67
Jharkhand,26/04/2020,7806,82
Jharkhand,27/04/2020,8757,103
Jharkhand,28/04/2020,9408,105
Jharkhand,29/04/2020,10268,107
Jharkhand,30/04/2020,10987,109
Jharkhand,01/05/2020,11771,113
Jharkhand,02/05/2020,12393,115
Jharkhand,03/05/2020,13055,115
Jharkhand,04/05/2020,13832,115
Jharkhand,05/05/2020,15064,125
Jharkhand,06/05/2020,15908,127
Jharkhand,07/05/2020,17101,132
Jharkhand,08/05/2020,17219,132
Jharkhand,09/05/2020,18632,154
Jharkhand,10/05/2020,20832,157
Jharkhand,11/05/2020,21201,160
Jharkhand,12/05/2020,22815,164
Jharkhand,13/05/2020,25769,177
Jharkhand,14/05/2020,27789,197
Jharkhand,15/05/2020,29236,211
Jharkhand,16/05/2020,31025,217
Jharkhand,17/05/2020,33220,223
Jharkhand,18/05/2020,35359,228
Jharkhand,19/05/2020,37589,248
Jharkhand,20/05/2020,39402,281
Jharkhand,21/05/2020,41936,303
Jharkhand,22/05/2020,43988,323
Jharkhand,23/05/2020,45785,350
Jharkhand,24/05/2020,48641,370
Jharkhand,25/05/2020,50709,405
Jharkhand,26/05/2020,53309,426
Jharkhand,27/05/2020,55427,458
Jharkhand,28/05/2020,57250,469
Jharkhand,29/05/2020,59452,521
Jharkhand,30/05/2020,62916,563
Jharkhand,31/05/2020,65886,610
Jharkhand,01/06/2020,69187,661
Jharkhand,02/06/2020,71296,712
Jharkhand,03/06/2020,74499,764
Jharkhand,04/06/2020,77641,827
Jharkhand,05/06/2020,80097,922
Jharkhand,06/06/2020,84444,1028
Jharkhand,07/06/2020,87721,1103
Jharkhand,08/06/2020,92325,1290
Jharkhand,09/06/2020,95099,1416
Jharkhand,10/06/2020,95500,1423
Jharkhand,11/06/2020,99931,1599
Jharkhand,12/06/2020,102092,1656
Jharkhand,13/06/2020,103905,1711
Jharkhand,14/06/2020,106104,1761
Jharkhand,15/06/2020,108576,1793
Jharkhand,16/06/2020,110813,1839
Jharkhand,17/06/2020,113004,1895
Jharkhand,18/06/2020,115186,1919
Jharkhand,19/06/2020,117569,1961
Jharkhand,20/06/2020,120892,2024
Jharkhand,21/06/2020,121770,2089
Jharkhand,22/06/2020,124008,2140
Jharkhand,23/06/2020,126007,2193
Jharkhand,24/06/2020,128214,2219
Jharkhand,25/06/2020,131169,2261
Jharkhand,26/06/2020,133082,2294
Jharkhand,27/06/2020,135276,2339
Jharkhand,28/06/2020,137438,2364
Jharkhand,29/06/2020,139907,2426
Jharkhand,30/06/2020,142641,2490
Jharkhand,01/07/2020,145692,2525
Jharkhand,02/07/2020,148738,2585
Jharkhand,03/07/2020,151699,2697
Jharkhand,04/07/2020,154618,2739
Jharkhand,05/07/2020,156778,2807
Jharkhand,06/07/2020,159176,2854
Jharkhand,07/07/2020,161564,3018
Jharkhand,08/07/2020,164504,3134
Jharkhand,09/07/2020,167650,3268
Jharkhand,10/07/2020,172032,3518
Jharkhand,11/07/2020,176858,3663
Jharkhand,12/07/2020,180439,3760
Jharkhand,13/07/2020,184656,3963
Jharkhand,14/07/2020,189851,4225
Jharkhand,15/07/2020,196070,4562
Jharkhand,16/07/2020,203279,4783
Jharkhand,17/07/2020,208492,5096
Jharkhand,18/07/2020,212299,5385
Jharkhand,19/07/2020,215661,5552
Jharkhand,20/07/2020,222781,5777
Jharkhand,21/07/2020,230535,6195
Jharkhand,22/07/2020,236438,6682
Jharkhand,23/07/2020,243276,7166
Jharkhand,24/07/2020,248928,7564
Jharkhand,25/07/2020,253411,7841
Jharkhand,26/07/2020,259096,8349
Karnataka,03/04/2020,4587,128
Karnataka,07/04/2020,6580,175
Karnataka,08/04/2020,6967,181
Karnataka,09/04/2020,7613,197
Karnataka,10/04/2020,7975,207
Karnataka,11/04/2020,8560,215
Karnataka,12/04/2020,9251,232
Karnataka,13/04/2020,10017,247
Karnataka,14/04/2020,11107,260
Karnataka,15/04/2020,12483,279
Karnataka,16/04/2020,13724,315
Karnataka,17/04/2020,17594,359
Karnataka,18/04/2020,19186,384
Karnataka,19/04/2020,21367,390
Karnataka,20/04/2020,23460,408
Karnataka,21/04/2020,26233,418
Karnataka,22/04/2020,29512,427
Karnataka,23/04/2020,32122,445
Karnataka,24/04/2020,35958,474
Karnataka,25/04/2020,39083,500
Karnataka,26/04/2020,42964,503
Karnataka,27/04/2020,45685,512
Karnataka,28/04/2020,50512,523
Karnataka,29/04/2020,55404,535
Karnataka,30/04/2020,60156,565
Karnataka,01/05/2020,64898,589
Karnataka,02/05/2020,69730,601
Karnataka,03/05/2020,74898,614
Karnataka,04/05/2020,79193,651
Karnataka,05/05/2020,83806,673
Karnataka,06/05/2020,88777,693
Karnataka,07/05/2020,93535,705
Karnataka,08/05/2020,98081,753
Karnataka,09/05/2020,103098,794
Karnataka,10/05/2020,107311,848
Karnataka,11/05/2020,111595,862
Karnataka,12/05/2020,116533,925
Karnataka,13/05/2020,121178,959
Karnataka,14/05/2020,128373,987
Karnataka,15/05/2020,133724,1056
Karnataka,16/05/2020,140024,1092
Karnataka,17/05/2020,145398,1147
Karnataka,18/05/2020,151663,1246
Karnataka,19/05/2020,158599,1395
Karnataka,20/05/2020,166781,1462
Karnataka,21/05/2020,174297,1605
Karnataka,22/05/2020,186526,1743
Karnataka,23/05/2020,196196,1959
Karnataka,24/05/2020,206313,2089
Karnataka,25/05/2020,219894,2182
Karnataka,26/05/2020,228914,2283
Karnataka,27/05/2020,241608,2418
Karnataka,28/05/2020,252078,2533
Karnataka,29/05/2020,264489,2781
Karnataka,30/05/2020,280217,2922
Karnataka,31/05/2020,293575,3221
Karnataka,01/06/2020,304816,3408
Karnataka,02/06/2020,319628,3796
Karnataka,03/06/2020,334825,4063
Karnataka,04/06/2020,347093,4320
Karnataka,05/06/2020,360720,4835
Karnataka,06/06/2020,372582,5213
Karnataka,07/06/2020,384442,5452
Karnataka,08/06/2020,393221,5760
Karnataka,09/06/2020,400257,5921
Karnataka,10/06/2020,408506,6041
Karnataka,11/06/2020,416506,6245
Karnataka,12/06/2020,426341,6516
Karnataka,13/06/2020,436518,6824
Karnataka,14/06/2020,443969,7000
Karnataka,15/06/2020,449331,7213
Karnataka,16/06/2020,457267,7530
Karnataka,17/06/2020,464798,7734
Karnataka,18/06/2020,473507,7944
Karnataka,19/06/2020,484060,8281
Karnataka,20/06/2020,493893,8697
Karnataka,21/06/2020,506765,9150
Karnataka,22/06/2020,515969,9399
Karnataka,23/06/2020,526538,9721
Karnataka,24/06/2020,539247,10118
Karnataka,25/06/2020,553325,10560
Karnataka,26/06/2020,568058,11005
Karnataka,27/06/2020,581635,11923
Karnataka,28/06/2020,595470,13190
Karnataka,29/06/2020,605159,14295
Karnataka,30/06/2020,620747,15242
Karnataka,01/07/2020,637417,16514
Karnataka,02/07/2020,653627,18016
Karnataka,03/07/2020,671934,19710
Karnataka,04/07/2020,689526,21549
Karnataka,05/07/2020,706425,23474
Karnataka,06/07/2020,722305,25317
Karnataka,07/07/2020,740047,26815
Karnataka,08/07/2020,759181,28877
Karnataka,09/07/2020,779209,31105
Karnataka,10/07/2020,798437,33418
Karnataka,11/07/2020,819024,36216
Karnataka,12/07/2020,839074,38843
Karnataka,13/07/2020,856148,41581
Karnataka,14/07/2020,879822,44077
Karnataka,15/07/2020,902026,47253
Karnataka,16/07/2020,925477,51422
Karnataka,17/07/2020,953417,55115
Karnataka,18/07/2020,982701,59652
Karnataka,19/07/2020,999530,63772
Karnataka,20/07/2020,1025420,67420
Karnataka,21/07/2020,1051976,71069
Karnataka,22/07/2020,1079749,75833
Karnataka,23/07/2020,1110497,80863
Karnataka,25/07/2020,1143262,90942
Karnataka,26/07/2020,1176827,96141
Kerala,01/04/2020,7965,265
Kerala,02/04/2020,8456,286
Kerala,03/04/2020,9139,295
Kerala,04/04/2020,9744,306
Kerala,05/04/2020,10221,314
Kerala,06/04/2020,10716,327
Kerala,07/04/2020,11232,336
Kerala,08/04/2020,11986,354
Kerala,09/04/2020,12710,357
Kerala,10/04/2020,13339,364
Kerala,11/04/2020,14163,373
Kerala,12/04/2020,14989,375
Kerala,13/04/2020,15683,378
Kerala,14/04/2020,16235,386
Kerala,15/04/2020,16475,387
Kerala,16/04/2020,17400,394
Kerala,17/04/2020,18029,395
Kerala,18/04/2020,18774,399
Kerala,19/04/2020,19351,401
Kerala,20/04/2020,19756,408
Kerala,21/04/2020,20252,426
Kerala,22/04/2020,20821,437
Kerala,23/04/2020,21334,447
Kerala,24/04/2020,21940,450
Kerala,25/04/2020,22360,457
Kerala,26/04/2020,22954,468
Kerala,27/04/2020,24146,481
Kerala,28/04/2020,24855,485
Kerala,29/04/2020,25827,495
Kerala,30/04/2020,27481,497
Kerala,01/05/2020,29012,497
Kerala,02/05/2020,33276,499
Kerala,03/05/2020,34608,499
Kerala,04/05/2020,35441,499
Kerala,05/05/2020,36312,502
Kerala,06/05/2020,37546,502
Kerala,07/05/2020,38206,502
Kerala,08/05/2020,39266,503
Kerala,09/05/2020,40123,505
Kerala,10/05/2020,41279,512
Kerala,11/05/2020,41700,512
Kerala,12/05/2020,42461,524
Kerala,13/05/2020,43648,534
Kerala,14/05/2020,45039,560
Kerala,15/05/2020,46831,576
Kerala,16/05/2020,48433,587
Kerala,17/05/2020,50036,601
Kerala,18/05/2020,51059,630
Kerala,19/05/2020,52588,642
Kerala,20/05/2020,54633,666
Kerala,21/05/2020,56373,690
Kerala,22/05/2020,58382,733
Kerala,23/05/2020,60443,795
Kerala,24/05/2020,61900,848
Kerala,25/05/2020,63009,897
Kerala,26/05/2020,65303,964
Kerala,27/05/2020,67961,1004
Kerala,28/05/2020,70622,1089
Kerala,29/05/2020,74214,1151
Kerala,30/05/2020,77257,1209
Kerala,31/05/2020,77508,1270
Kerala,01/06/2020,82449,1327
Kerala,02/06/2020,86169,1413
Kerala,03/06/2020,95348,1495
Kerala,04/06/2020,99692,1589
Kerala,05/06/2020,104045,1700
Kerala,06/06/2020,107796,1808
Kerala,07/06/2020,111930,1915
Kerala,08/06/2020,113956,2006
Kerala,09/06/2020,126088,2097
Kerala,10/06/2020,131006,2162
Kerala,11/06/2020,135974,2245
Kerala,12/06/2020,140457,2323
Kerala,13/06/2020,144842,2408
Kerala,14/06/2020,149164,2462
Kerala,15/06/2020,151686,2544
Kerala,16/06/2020,157117,2623
Kerala,17/06/2020,161829,2698
Kerala,18/06/2020,169035,2795
Kerala,19/06/2020,173729,2913
Kerala,20/06/2020,178559,3040
Kerala,21/06/2020,183201,3173
Kerala,22/06/2020,185903,3311
Kerala,23/06/2020,192059,3452
Kerala,24/06/2020,197567,3604
Kerala,25/06/2020,203574,3727
Kerala,26/06/2020,209456,3877
Kerala,27/06/2020,215243,4072
Kerala,28/06/2020,220821,4190
Kerala,29/06/2020,224737,4311
Kerala,30/06/2020,231570,4442
Kerala,01/07/2020,239017,4593
Kerala,02/07/2020,246799,4753
Kerala,03/07/2020,253011,4965
Kerala,04/07/2020,260011,5205
Kerala,05/07/2020,268218,5430
Kerala,06/07/2020,275823,5623
Kerala,07/07/2020,285968,5895
Kerala,08/07/2020,296183,6196
Kerala,09/07/2020,307219,6535
Kerala,10/07/2020,320485,6951
Kerala,11/07/2020,334849,7439
Kerala,12/07/2020,347529,7874
Kerala,13/07/2020,416282,8323
Kerala,14/07/2020,435043,8931
Kerala,15/07/2020,453716,9554
Kerala,16/07/2020,472271,10276
Kerala,17/07/2020,489395,11067
Kerala,18/07/2020,514140,11660
Kerala,19/07/2020,532505,12481
Kerala,20/07/2020,546000,13275
Kerala,21/07/2020,567278,13995
Kerala,22/07/2020,588930,15033
Kerala,23/07/2020,612266,16111
Kerala,24/07/2020,635272,16996
Kerala,25/07/2020,653982,18099
Kerala,26/07/2020,672748,19026
Ladakh,13/04/2020,618,17
Ladakh,14/04/2020,760,17
Ladakh,15/04/2020,820,18
Ladakh,16/04/2020,917,18
Ladakh,19/04/2020,991,18
Ladakh,21/04/2020,1137,18
Ladakh,29/04/2020,1949,22
Ladakh,30/04/2020,2245,22
Ladakh,01/05/2020,2430,22
Ladakh,02/05/2020,2434,23
Ladakh,03/05/2020,2434,41
Ladakh,04/05/2020,2639,41
Ladakh,09/05/2020,3503,42
Ladakh,13/05/2020,3683,43
Ladakh,16/05/2020,4067,43
Ladakh,18/05/2020,4219,43
Ladakh,19/05/2020,4730,43
Ladakh,21/05/2020,5291,44
Ladakh,22/05/2020,5505,44
Ladakh,23/05/2020,5727,49
Ladakh,24/05/2020,5730,52
Ladakh,25/05/2020,5896,53
Ladakh,30/05/2020,7354,74
Ladakh,31/05/2020,7354,77
Ladakh,02/06/2020,8310,81
Ladakh,05/06/2020,9754,97
Ladakh,06/06/2020,10164,99
Ladakh,09/06/2020,10249,108
Ladakh,11/06/2020,10855,135
Ladakh,12/06/2020,10986,239
Ladakh,13/06/2020,11135,437
Ladakh,14/06/2020,11135,539
Ladakh,15/06/2020,11260,555
Ladakh,16/06/2020,11537,649
Ladakh,17/06/2020,11626,687
Ladakh,18/06/2020,12082,687
Ladakh,19/06/2020,12516,744
Ladakh,20/06/2020,12838,836
Ladakh,21/06/2020,12838,837
Ladakh,22/06/2020,13018,847
Ladakh,23/06/2020,13118,932
Ladakh,24/06/2020,13313,932
Ladakh,25/06/2020,13521,941
Ladakh,26/06/2020,13636,946
Ladakh,27/06/2020,13717,960
Ladakh,29/06/2020,13886,964
Ladakh,01/07/2020,14076,990
Ladakh,02/07/2020,14272,990
Ladakh,03/07/2020,14361,1001
Ladakh,04/07/2020,14537,1005
Ladakh,05/07/2020,14537,1005
Ladakh,07/07/2020,14833,1041
Ladakh,08/07/2020,14938,1047
Ladakh,09/07/2020,15067,1055
Ladakh,10/07/2020,15186,1064
Ladakh,11/07/2020,15293,1077
Ladakh,12/07/2020,15295,1086
Ladakh,13/07/2020,15393,1093
Ladakh,14/07/2020,15603,1128
Ladakh,16/07/2020,15830,1147
Ladakh,18/07/2020,16192,1159
Ladakh,19/07/2020,16225,1178
Ladakh,20/07/2020,16467,1195
Ladakh,21/07/2020,16639,1198
Ladakh,22/07/2020,16850,1206
Ladakh,23/07/2020,16972,1210
Ladakh,24/07/2020,17395,1246
Ladakh,25/07/2020,17625,1276
Ladakh,26/07/2020,17626,1285
Madhya Pradesh,05/04/2020,2812,193
Madhya Pradesh,07/04/2020,3770,290
Madhya Pradesh,08/04/2020,4056,341
Madhya Pradesh,09/04/2020,5135,411
Madhya Pradesh,10/04/2020,7049,451
Madhya Pradesh,11/04/2020,8516,529
Madhya Pradesh,12/04/2020,10481,562
Madhya Pradesh,13/04/2020,10481,614
Madhya Pradesh,14/04/2020,8105,741
Madhya Pradesh,15/04/2020,9596,938
Madhya Pradesh,16/04/2020,13492,1164
Madhya Pradesh,17/04/2020,15302,1310
Madhya Pradesh,18/04/2020,14978,1402
Madhya Pradesh,19/04/2020,17835,1407
Madhya Pradesh,20/04/2020,19142,1485
Madhya Pradesh,21/04/2020,20905,1552
Madhya Pradesh,22/04/2020,22664,1587
Madhya Pradesh,23/04/2020,24548,1687
Madhya Pradesh,24/04/2020,26233,1846
Madhya Pradesh,25/04/2020,27866,1945
Madhya Pradesh,26/04/2020,25232,2090
Madhya Pradesh,27/04/2020,27009,2165
Madhya Pradesh,28/04/2020,31060,2387
Madhya Pradesh,29/04/2020,33837,2560
Madhya Pradesh,30/04/2020,41712,2625
Madhya Pradesh,01/05/2020,44116,2715
Madhya Pradesh,02/05/2020,46578,2788
Madhya Pradesh,03/05/2020,49186,2837
Madhya Pradesh,04/05/2020,52095,2942
Madhya Pradesh,05/05/2020,54595,3049
Madhya Pradesh,06/05/2020,54595,3138
Madhya Pradesh,07/05/2020,61020,3252
Madhya Pradesh,08/05/2020,63705,3341
Madhya Pradesh,09/05/2020,68010,3457
Madhya Pradesh,10/05/2020,72069,3614
Madhya Pradesh,11/05/2020,76039,3785
Madhya Pradesh,12/05/2020,80885,3986
Madhya Pradesh,13/05/2020,85903,4173
Madhya Pradesh,14/05/2020,89760,4426
Madhya Pradesh,15/05/2020,93849,4595
Madhya Pradesh,16/05/2020,99677,4790
Madhya Pradesh,17/05/2020,103898,4977
Madhya Pradesh,18/05/2020,112168,5236
Madhya Pradesh,19/05/2020,116473,5465
Madhya Pradesh,20/05/2020,120737,5735
Madhya Pradesh,21/05/2020,125608,5981
Madhya Pradesh,22/05/2020,129060,6170
Madhya Pradesh,23/05/2020,132769,6371
Madhya Pradesh,24/05/2020,135889,6665
Madhya Pradesh,25/05/2020,138584,6859
Madhya Pradesh,26/05/2020,141508,7024
Madhya Pradesh,27/05/2020,146144,7261
Madhya Pradesh,28/05/2020,151182,7453
Madhya Pradesh,29/05/2020,155436,7645
Madhya Pradesh,30/05/2020,161552,7891
Madhya Pradesh,31/05/2020,167808,8089
Madhya Pradesh,01/06/2020,172019,8283
Madhya Pradesh,02/06/2020,177481,8420
Madhya Pradesh,03/06/2020,183662,8588
Madhya Pradesh,04/06/2020,189252,8762
Madhya Pradesh,05/06/2020,195249,8996
Madhya Pradesh,06/06/2020,200913,9228
Madhya Pradesh,07/06/2020,208514,9401
Madhya Pradesh,08/06/2020,215194,9638
Madhya Pradesh,09/06/2020,220936,9849
Madhya Pradesh,10/06/2020,228042,10049
Madhya Pradesh,11/06/2020,233740,10241
Madhya Pradesh,12/06/2020,241461,10443
Madhya Pradesh,13/06/2020,246973,10641
Madhya Pradesh,14/06/2020,252762,10802
Madhya Pradesh,15/06/2020,258040,10935
Madhya Pradesh,16/06/2020,263983,11083
Madhya Pradesh,17/06/2020,271205,11244
Madhya Pradesh,18/06/2020,277451,11426
Madhya Pradesh,19/06/2020,282674,11582
Madhya Pradesh,20/06/2020,290831,11724
Madhya Pradesh,21/06/2020,296943,11903
Madhya Pradesh,22/06/2020,302673,12078
Madhya Pradesh,23/06/2020,307812,12261
Madhya Pradesh,24/06/2020,314978,12448
Madhya Pradesh,25/06/2020,321595,12595
Madhya Pradesh,26/06/2020,329079,12798
Madhya Pradesh,27/06/2020,337041,12965
Madhya Pradesh,28/06/2020,344836,13186
Madhya Pradesh,29/06/2020,353612,13370
Madhya Pradesh,30/06/2020,365467,13593
Madhya Pradesh,01/07/2020,372811,13861
Madhya Pradesh,02/07/2020,380655,14106
Madhya Pradesh,03/07/2020,389180,14297
Madhya Pradesh,04/07/2020,398329,14604
Madhya Pradesh,05/07/2020,407882,14930
Madhya Pradesh,06/07/2020,417402,15284
Madhya Pradesh,07/07/2020,427143,15627
Madhya Pradesh,08/07/2020,437930,16036
Madhya Pradesh,09/07/2020,449680,16341
Madhya Pradesh,10/07/2020,460941,16657
Madhya Pradesh,11/07/2020,474461,17201
Madhya Pradesh,12/07/2020,486176,17632
Madhya Pradesh,13/07/2020,509223,18207
Madhya Pradesh,14/07/2020,521700,19005
Madhya Pradesh,15/07/2020,540483,19643
Madhya Pradesh,16/07/2020,553082,20378
Madhya Pradesh,17/07/2020,567364,21082
Madhya Pradesh,18/07/2020,583655,21763
Madhya Pradesh,19/07/2020,599640,22600
Madhya Pradesh,20/07/2020,615862,23310
Madhya Pradesh,21/07/2020,631067,24095
Madhya Pradesh,22/07/2020,645003,24842
Madhya Pradesh,23/07/2020,658869,25474
Madhya Pradesh,24/07/2020,670155,26210
Madhya Pradesh,25/07/2020,684419,26926
Madhya Pradesh,26/07/2020,698171,27800
Maharashtra,05/04/2020,16008,
Maharashtra,06/04/2020,17563,868
Maharashtra,07/04/2020,20877,1018
Maharashtra,09/04/2020,20877,868
Maharashtra,10/04/2020,30000,1135
Maharashtra,11/04/2020,31841,1761
Maharashtra,12/04/2020,35668,1761
Maharashtra,13/04/2020,39725,1996
Maharashtra,14/04/2020,41071,2340
Maharashtra,15/04/2020,45142,2690
Maharashtra,16/04/2020,50882,2916
Maharashtra,17/04/2020,55678,3204
Maharashtra,18/04/2020,60166,3323
Maharashtra,19/04/2020,66796,3651
Maharashtra,20/04/2020,71321,4204
Maharashtra,21/04/2020,75838,4676
Maharashtra,22/04/2020,82304,5229
Maharashtra,23/04/2020,89197,5218
Maharashtra,24/04/2020,95210,6427
Maharashtra,25/04/2020,100912,6817
Maharashtra,26/04/2020,107979,7928
Maharashtra,27/04/2020,115147,8068
Maharashtra,28/04/2020,120620,8590
Maharashtra,29/04/2020,128726,9318
Maharashtra,30/04/2020,135694,9915
Maharashtra,01/05/2020,144159,10498
Maharashtra,02/05/2020,151085,11506
Maharashtra,03/05/2020,159754,12296
Maharashtra,04/05/2020,168374,12974
Maharashtra,05/05/2020,175323,14541
Maharashtra,06/05/2020,181746,15525
Maharashtra,07/05/2020,189220,16758
Maharashtra,08/05/2020,200477,17974
Maharashtra,09/05/2020,210174,19063
Maharashtra,10/05/2020,225524,20228
Maharashtra,11/05/2020,218914,23401
Maharashtra,12/05/2020,222284,23401
Maharashtra,13/05/2020,231061,24427
Maharashtra,14/05/2020,240482,25922
Maharashtra,15/05/2020,250898,27524
Maharashtra,16/05/2020,261815,29100
Maharashtra,17/05/2020,274040,30706
Maharashtra,18/05/2020,282437,33053
Maharashtra,19/05/2020,294272,35058
Maharashtra,20/05/2020,307535,37136
Maharashtra,21/05/2020,319921,39297
Maharashtra,22/05/2020,333087,41642
Maharashtra,23/05/2020,348932,44582
Maharashtra,24/05/2020,363470,47190
Maharashtra,25/05/2020,379185,50231
Maharashtra,26/05/2020,390757,52667
Maharashtra,27/05/2020,405020,54758
Maharashtra,28/05/2020,420473,56948
Maharashtra,29/05/2020,434565,59546
Maharashtra,30/05/2020,448661,62228
Maharashtra,31/05/2020,463177,65168
Maharashtra,01/06/2020,472344,67655
Maharashtra,02/06/2020,484784,70013
Maharashtra,03/06/2020,498577,72300
Maharashtra,04/06/2020,511136,74860
Maharashtra,05/06/2020,524002,77793
Maharashtra,06/06/2020,538009,80229
Maharashtra,07/06/2020,553063,82968
Maharashtra,08/06/2020,565290,85975
Maharashtra,09/06/2020,579294,88528
Maharashtra,10/06/2020,595282,90787
Maharashtra,11/06/2020,610790,94041
Maharashtra,12/06/2020,626521,97648
Maharashtra,13/06/2020,643057,101141
Maharashtra,14/06/2020,659481,104568
Maharashtra,15/06/2020,671348,107958
Maharashtra,16/06/2020,686488,110744
Maharashtra,18/06/2020,719637,123794
Maharashtra,19/06/2020,737597,120504
Maharashtra,20/06/2020,756809,124331
Maharashtra,21/06/2020,775958,128205
Maharashtra,22/06/2020,789016,132075
Maharashtra,23/06/2020,804726,142628
Maharashtra,24/06/2020,826139,146811
Maharashtra,25/06/2020,850410,151823
Maharashtra,26/06/2020,873570,156457
Maharashtra,27/06/2020,900423,162168
Maharashtra,28/06/2020,926934,168388
Maharashtra,29/06/2020,946518,173227
Maharashtra,30/06/2020,970161,177945
Maharashtra,01/07/2020,995343,183686
Maharashtra,02/07/2020,1023296,190071
Maharashtra,03/07/2020,1052643,196405
Maharashtra,04/07/2020,1085160,203816
Maharashtra,05/07/2020,1116112,210221
Maharashtra,06/07/2020,1138706,216079
Maharashtra,07/07/2020,1164860,220816
Maharashtra,08/07/2020,1194565,227684
Maharashtra,09/07/2020,1225831,234853
Maharashtra,10/07/2020,1257564,242867
Maharashtra,11/07/2020,1289325,251442
Maharashtra,12/07/2020,1321715,259037
Maharashtra,13/07/2020,1345128,265724
Maharashtra,14/07/2020,1376203,272392
