detectedstate,dateannounced,gender,count
Telangana,01/07/2020,Unknown,23
Telangana,02/07/2020,Unknown,28
Telangana,03/07/2020,Unknown,26
Telangana,04/07/2020,Unknown,24
Telangana,05/07/2020,Unknown,26
Telangana,06/07/2020,Unknown,22
Telangana,07/07/2020,Unknown,29
Telangana,08/07/2020,Unknown,27
Telangana,09/07/2020,Unknown,30
Telangana,10/07/2020,Unknown,29
Telangana,11/07/2020,Unknown,29
Telangana,12/07/2020,Unknown,30
Telangana,13/07/2020,Unknown,31
Telangana,14/07/2020,Unknown,31
Telangana,15/07/2020,Unknown,31
Telangana,16/07/2020,Unknown,31
Telangana,17/07/2020,Unknown,32
Tripura,06/04/2020,Unknown,1
Tripura,10/04/2020,M,1
Tripura,30/04/2020,Unknown,1
Tripura,02/05/2020,Unknown,1
Tripura,03/05/2020,Unknown,1
Tripura,04/05/2020,Unknown,1
Tripura,05/05/2020,Unknown,1
Tripura,06/05/2020,Unknown,1
Tripura,07/05/2020,Unknown,1
Tripura,08/05/2020,Unknown,3
Tripura,09/05/2020,Unknown,3
Tripura,10/05/2020,Unknown,3
Tripura,12/05/2020,Unknown,1
Tripura,13/05/2020,Unknown,1
Tripura,14/05/2020,Unknown,3
Tripura,15/05/2020,Unknown,1
Tripura,16/05/2020,Unknown,4
Tripura,17/05/2020,Unknown,3
Tripura,18/05/2020,Unknown,1
Tripura,19/05/2020,Unknown,3
Tripura,21/05/2020,Unknown,4
Tripura,22/05/2020,Unknown,1
Tripura,23/05/2020,Unknown,10
Tripura,24/05/2020,Unknown,4
Tripura,25/05/2020,Unknown,1
Tripura,26/05/2020,Unknown,10
Tripura,27/05/2020,Unknown,5
Tripura,28/05/2020,Unknown,2
Tripura,29/05/2020,Unknown,1
Tripura,30/05/2020,Unknown,13
Tripura,31/05/2020,Unknown,11
Tripura,01/06/2020,Unknown,9
Tripura,02/06/2020,Unknown,9
Tripura,03/06/2020,Unknown,10
Tripura,04/06/2020,Unknown,8
Tripura,05/06/2020,Unknown,7
Tripura,06/06/2020,Unknown,7
Tripura,07/06/2020,Unknown,8
Tripura,08/06/2020,Unknown,1
Tripura,09/06/2020,Unknown,6
Tripura,10/06/2020,Unknown,16
Tripura,11/06/2020,Unknown,15
Tripura,12/06/2020,Unknown,7
Tripura,13/06/2020,Unknown,15
Tripura,14/06/2020,Unknown,3
Tripura,15/06/2020,Unknown,9
Tripura,16/06/2020,Unknown,13
Tripura,17/06/2020,Unknown,4
Tripura,18/06/2020,Unknown,16
Tripura,19/06/2020,Unknown,9
Tripura,20/06/2020,Unknown,9
Tripura,21/06/2020,Unknown,17
Tripura,22/06/2020,Unknown,9
Tripura,23/06/2020,Unknown,13
Tripura,24/06/2020,Unknown,5
Tripura,25/06/2020,Unknown,9
Tripura,26/06/2020,Unknown,12
Tripura,27/06/2020,Unknown,13
Tripura,28/06/2020,Unknown,10
Tripura,29/06/2020,Unknown,8
Tripura,30/06/2020,Unknown,4
Tripura,01/07/2020,Unknown,13
Tripura,02/07/2020,Unknown,14
Tripura,03/07/2020,Unknown,9
Tripura,04/07/2020,Unknown,15
Tripura,05/07/2020,Unknown,10
Tripura,06/07/2020,Unknown,17
Tripura,07/07/2020,Unknown,13
Tripura,08/07/2020,Unknown,17
Tripura,09/07/2020,Unknown,11
Tripura,10/07/2020,Unknown,14
Tripura,11/07/2020,Unknown,13
Tripura,12/07/2020,Unknown,14
Tripura,13/07/2020,Unknown,15
Tripura,14/07/2020,Unknown,17
Tripura,15/07/2020,Unknown,22
Tripura,16/07/2020,Unknown,11
Tripura,17/07/2020,Unknown,8
Unknown,06/04/2020,Unknown,1
Unknown,27/04/2020,Unknown,2
Unknown,28/04/2020,Unknown,2
Unknown,04/05/2020,Unknown,1
Unknown,31/05/2020,Unknown,2
Unknown,07/06/2020,Unknown,1
Uttar Pradesh,04/03/2020,M,3
Uttar Pradesh,04/03/2020,F,2
Uttar Pradesh,04/03/2020,Unknown,2
Uttar Pradesh,05/03/2020,M,1
Uttar Pradesh,09/03/2020,M,1
Uttar Pradesh,09/03/2020,Unknown,1
Uttar Pradesh,12/03/2020,F,1
Uttar Pradesh,12/03/2020,M,1
Uttar Pradesh,13/03/2020,F,1
Uttar Pradesh,17/03/2020,F,1
Uttar Pradesh,17/03/2020,M,1
Uttar Pradesh,18/03/2020,M,2
Uttar Pradesh,19/03/2020,Unknown,2
Uttar Pradesh,19/03/2020,M,1
Uttar Pradesh,20/03/2020,F,2
Uttar Pradesh,20/03/2020,M,2
Uttar Pradesh,21/03/2020,M,2
Uttar Pradesh,21/03/2020,F,1
Uttar Pradesh,21/03/2020,Unknown,1
Uttar Pradesh,22/03/2020,F,1
Uttar Pradesh,22/03/2020,M,1
Uttar Pradesh,23/03/2020,M,2
Uttar Pradesh,23/03/2020,F,1
Uttar Pradesh,23/03/2020,Unknown,1
Uttar Pradesh,24/03/2020,F,1
Uttar Pradesh,25/03/2020,M,2
Uttar Pradesh,25/03/2020,F,1
Uttar Pradesh,26/03/2020,F,2
Uttar Pradesh,26/03/2020,M,2
Uttar Pradesh,27/03/2020,Unknown,4
Uttar Pradesh,27/03/2020,M,2
Uttar Pradesh,27/03/2020,F,1
Uttar Pradesh,28/03/2020,M,6
Uttar Pradesh,28/03/2020,Unknown,6
Uttar Pradesh,28/03/2020,F,4
Uttar Pradesh,29/03/2020,M,3
Uttar Pradesh,29/03/2020,F,2
Uttar Pradesh,29/03/2020,Unknown,2
Uttar Pradesh,30/03/2020,Unknown,23
Uttar Pradesh,30/03/2020,M,1
Uttar Pradesh,31/03/2020,F,4
Uttar Pradesh,31/03/2020,M,3
Uttar Pradesh,31/03/2020,Unknown,1
Uttar Pradesh,01/04/2020,Unknown,13
Uttar Pradesh,02/04/2020,Unknown,11
Uttar Pradesh,03/04/2020,Unknown,46
Uttar Pradesh,04/04/2020,Unknown,60
Uttar Pradesh,05/04/2020,Unknown,44
Uttar Pradesh,06/04/2020,Unknown,27
Uttar Pradesh,07/04/2020,Unknown,27
Uttar Pradesh,08/04/2020,Unknown,29
Uttar Pradesh,09/04/2020,Unknown,49
Uttar Pradesh,10/04/2020,Unknown,23
Uttar Pradesh,11/04/2020,Unknown,19
Uttar Pradesh,12/04/2020,Unknown,31
Uttar Pradesh,13/04/2020,Unknown,75
Uttar Pradesh,14/04/2020,Unknown,102
Uttar Pradesh,15/04/2020,Unknown,75
Uttar Pradesh,16/04/2020,Unknown,72
Uttar Pradesh,17/04/2020,Unknown,44
Uttar Pradesh,18/04/2020,Unknown,128
Uttar Pradesh,19/04/2020,Unknown,133
Uttar Pradesh,20/04/2020,Unknown,84
Uttar Pradesh,21/04/2020,Unknown,159
Uttar Pradesh,22/04/2020,Unknown,114
Uttar Pradesh,23/04/2020,Unknown,61
Uttar Pradesh,24/04/2020,Unknown,111
Uttar Pradesh,25/04/2020,Unknown,180
Uttar Pradesh,26/04/2020,Unknown,82
Uttar Pradesh,27/04/2020,Unknown,34
Uttar Pradesh,28/04/2020,Unknown,35
Uttar Pradesh,29/04/2020,Unknown,30
Uttar Pradesh,30/04/2020,Unknown,24
Uttar Pradesh,30/04/2020,F,1
Uttar Pradesh,01/05/2020,Unknown,40
Uttar Pradesh,02/05/2020,Unknown,46
Uttar Pradesh,03/05/2020,Unknown,35
Uttar Pradesh,04/05/2020,Unknown,36
Uttar Pradesh,05/05/2020,Unknown,44
Uttar Pradesh,06/05/2020,Unknown,40
Uttar Pradesh,07/05/2020,Unknown,38
Uttar Pradesh,08/05/2020,Unknown,59
Uttar Pradesh,09/05/2020,Unknown,53
Uttar Pradesh,10/05/2020,Unknown,54
Uttar Pradesh,11/05/2020,Unknown,55
Uttar Pradesh,12/05/2020,Unknown,50
Uttar Pradesh,13/05/2020,Unknown,57
Uttar Pradesh,14/05/2020,Unknown,68
Uttar Pradesh,15/05/2020,Unknown,69
Uttar Pradesh,16/05/2020,Unknown,83
Uttar Pradesh,17/05/2020,Unknown,73
Uttar Pradesh,18/05/2020,Unknown,65
Uttar Pradesh,19/05/2020,Unknown,70
Uttar Pradesh,20/05/2020,Unknown,72
Uttar Pradesh,21/05/2020,Unknown,78
Uttar Pradesh,22/05/2020,Unknown,86
Uttar Pradesh,23/05/2020,Unknown,75
Uttar Pradesh,24/05/2020,Unknown,88
Uttar Pradesh,25/05/2020,Unknown,82
Uttar Pradesh,26/05/2020,Unknown,91
Uttar Pradesh,27/05/2020,Unknown,92
Uttar Pradesh,28/05/2020,Unknown,99
Uttar Pradesh,29/05/2020,Unknown,89
Uttar Pradesh,30/05/2020,Unknown,103
Uttar Pradesh,31/05/2020,Unknown,89
Uttar Pradesh,01/06/2020,Unknown,110
Uttar Pradesh,02/06/2020,Unknown,94
Uttar Pradesh,03/06/2020,Unknown,55
Uttar Pradesh,04/06/2020,Unknown,99
Uttar Pradesh,05/06/2020,Unknown,113
Uttar Pradesh,06/06/2020,Unknown,100
Uttar Pradesh,07/06/2020,Unknown,106
Uttar Pradesh,08/06/2020,Unknown,95
Uttar Pradesh,09/06/2020,Unknown,129
Uttar Pradesh,10/06/2020,Unknown,101
Uttar Pradesh,11/06/2020,Unknown,117
Uttar Pradesh,12/06/2020,Unknown,123
Uttar Pradesh,13/06/2020,Unknown,117
Uttar Pradesh,14/06/2020,Unknown,120
Uttar Pradesh,15/06/2020,Unknown,123
Uttar Pradesh,16/06/2020,Unknown,114
Uttar Pradesh,17/06/2020,Unknown,120
Uttar Pradesh,18/06/2020,Unknown,128
Uttar Pradesh,19/06/2020,Unknown,125
Uttar Pradesh,20/06/2020,Unknown,124
Uttar Pradesh,21/06/2020,Unknown,130
Uttar Pradesh,22/06/2020,Unknown,133
Uttar Pradesh,23/06/2020,Unknown,136
Uttar Pradesh,24/06/2020,Unknown,129
Uttar Pradesh,25/06/2020,Unknown,136
Uttar Pradesh,26/06/2020,Unknown,128
Uttar Pradesh,27/06/2020,Unknown,139
Uttar Pradesh,28/06/2020,Unknown,130
Uttar Pradesh,29/06/2020,Unknown,129
Uttar Pradesh,30/06/2020,Unknown,143
Uttar Pradesh,01/07/2020,Unknown,138
Uttar Pradesh,02/07/2020,Unknown,141
Uttar Pradesh,03/07/2020,Unknown,138
Uttar Pradesh,04/07/2020,Unknown,138
Uttar Pradesh,05/07/2020,Unknown,136
Uttar Pradesh,06/07/2020,Unknown,128
Uttar Pradesh,07/07/2020,Unknown,141
Uttar Pradesh,08/07/2020,Unknown,145
Uttar Pradesh,09/07/2020,Unknown,139
Uttar Pradesh,10/07/2020,Unknown,147
Uttar Pradesh,11/07/2020,Unknown,143
Uttar Pradesh,12/07/2020,Unknown,143
Uttar Pradesh,13/07/2020,Unknown,148
Uttar Pradesh,14/07/2020,Unknown,147
Uttar Pradesh,15/07/2020,Unknown,153
Uttar Pradesh,16/07/2020,Unknown,154
Uttar Pradesh,17/07/2020,Unknown,161
Uttarakhand,15/03/2020,M,1
Uttarakhand,19/03/2020,Unknown,2
Uttarakhand,23/03/2020,M,1
Uttarakhand,25/03/2020,M,1
Uttarakhand,28/03/2020,M,1
Uttarakhand,29/03/2020,M,1
Uttarakhand,02/04/2020,Unknown,3
Uttarakhand,03/04/2020,Unknown,6
Uttarakhand,04/04/2020,Unknown,6
Uttarakhand,05/04/2020,Unknown,4
Uttarakhand,06/04/2020,Unknown,5
Uttarakhand,08/04/2020,Unknown,4
Uttarakhand,14/04/2020,Unknown,2
Uttarakhand,17/04/2020,Unknown,3
Uttarakhand,18/04/2020,Unknown,2
Uttarakhand,19/04/2020,Unknown,2
Uttarakhand,20/04/2020,Unknown,2
Uttarakhand,23/04/2020,Unknown,1
Uttarakhand,24/04/2020,Unknown,1
Uttarakhand,26/04/2020,Unknown,3
Uttarakhand,28/04/2020,Unknown,2
Uttarakhand,29/04/2020,Unknown,2
Uttarakhand,30/04/2020,Unknown,5
Uttarakhand,01/05/2020,Unknown,2
Uttarakhand,02/05/2020,Unknown,2
Uttarakhand,02/05/2020,F,1
Uttarakhand,03/05/2020,Unknown,1
Uttarakhand,05/05/2020,Unknown,1
Uttarakhand,08/05/2020,Unknown,3
Uttarakhand,09/05/2020,Unknown,6
Uttarakhand,10/05/2020,Unknown,1
Uttarakhand,12/05/2020,Unknown,1
Uttarakhand,13/05/2020,Unknown,2
Uttarakhand,13/05/2020,M,1
Uttarakhand,14/05/2020,Unknown,6
Uttarakhand,14/05/2020,M,2
Uttarakhand,14/05/2020,F,1
Uttarakhand,15/05/2020,M,3
Uttarakhand,15/05/2020,Unknown,2
Uttarakhand,16/05/2020,M,3
Uttarakhand,16/05/2020,Unknown,2
Uttarakhand,17/05/2020,Unknown,2
Uttarakhand,18/05/2020,M,2
Uttarakhand,18/05/2020,F,1
Uttarakhand,18/05/2020,Unknown,1
Uttarakhand,19/05/2020,Unknown,5
Uttarakhand,19/05/2020,M,4
Uttarakhand,19/05/2020,F,3
Uttarakhand,20/05/2020,Unknown,6
Uttarakhand,20/05/2020,M,2
Uttarakhand,21/05/2020,Unknown,6
Uttarakhand,22/05/2020,Unknown,9
Uttarakhand,22/05/2020,M,2
Uttarakhand,23/05/2020,Unknown,14
Uttarakhand,24/05/2020,Unknown,18
Uttarakhand,25/05/2020,Unknown,14
Uttarakhand,26/05/2020,Unknown,8
Uttarakhand,27/05/2020,Unknown,16
Uttarakhand,28/05/2020,Unknown,7
Uttarakhand,29/05/2020,Unknown,27
Uttarakhand,30/05/2020,Unknown,8
Uttarakhand,31/05/2020,Unknown,14
Uttarakhand,01/06/2020,Unknown,16
Uttarakhand,02/06/2020,Unknown,18
Uttarakhand,03/06/2020,Unknown,18
Uttarakhand,04/06/2020,Unknown,24
Uttarakhand,05/06/2020,Unknown,25
Uttarakhand,06/06/2020,Unknown,29
Uttarakhand,07/06/2020,Unknown,17
Uttarakhand,08/06/2020,Unknown,24
Uttarakhand,09/06/2020,Unknown,23
Uttarakhand,10/06/2020,Unknown,25
Uttarakhand,10/06/2020,M,3
Uttarakhand,10/06/2020,F,1
Uttarakhand,11/06/2020,Unknown,35
Uttarakhand,12/06/2020,Unknown,31
Uttarakhand,12/06/2020,M,2
Uttarakhand,12/06/2020,F,1
Uttarakhand,13/06/2020,Unknown,24
Uttarakhand,14/06/2020,Unknown,23
Uttarakhand,14/06/2020,F,1
Uttarakhand,15/06/2020,Unknown,24
Uttarakhand,16/06/2020,Unknown,39
Uttarakhand,16/06/2020,F,1
Uttarakhand,17/06/2020,Unknown,25
Uttarakhand,17/06/2020,M,1
Uttarakhand,18/06/2020,Unknown,29
Uttarakhand,19/06/2020,Unknown,30
Uttarakhand,20/06/2020,Unknown,30
Uttarakhand,20/06/2020,F,1
Uttarakhand,21/06/2020,Unknown,31
Uttarakhand,22/06/2020,Unknown,28
Uttarakhand,22/06/2020,M,1
Uttarakhand,23/06/2020,Unknown,51
Uttarakhand,23/06/2020,M,2
Uttarakhand,24/06/2020,Unknown,29
Uttarakhand,24/06/2020,M,4
Uttarakhand,24/06/2020,F,1
Uttarakhand,25/06/2020,Unknown,33
Uttarakhand,25/06/2020,M,1
Uttarakhand,26/06/2020,Unknown,24
Uttarakhand,26/06/2020,M,1
Uttarakhand,27/06/2020,Unknown,26
Uttarakhand,28/06/2020,Unknown,19
Uttarakhand,28/06/2020,M,1
Uttarakhand,29/06/2020,Unknown,19
Uttarakhand,29/06/2020,M,1
Uttarakhand,30/06/2020,Unknown,35
Uttarakhand,30/06/2020,F,1
Uttarakhand,30/06/2020,M,1
Uttarakhand,01/07/2020,Unknown,32
Uttarakhand,02/07/2020,Unknown,21
Uttarakhand,02/07/2020,M,1
Uttarakhand,03/07/2020,Unknown,30
Uttarakhand,04/07/2020,Unknown,27
Uttarakhand,05/07/2020,Unknown,24
Uttarakhand,06/07/2020,Unknown,32
Uttarakhand,07/07/2020,Unknown,31
Uttarakhand,07/07/2020,M,1
Uttarakhand,08/07/2020,Unknown,20
Uttarakhand,08/07/2020,M,3
Uttarakhand,09/07/2020,Unknown,30
Uttarakhand,10/07/2020,Unknown,20
Uttarakhand,11/07/2020,Unknown,26
Uttarakhand,12/07/2020,Unknown,30
Uttarakhand,12/07/2020,M,1
Uttarakhand,13/07/2020,Unknown,26
Uttarakhand,13/07/2020,M,2
Uttarakhand,14/07/2020,Unknown,22
Uttarakhand,14/07/2020,F,1
Uttarakhand,15/07/2020,Unknown,39
Uttarakhand,16/07/2020,Unknown,27
Uttarakhand,17/07/2020,Unknown,29
Uttarakhand,17/07/2020,F,1
West Bengal,17/03/2020,M,1
West Bengal,20/03/2020,M,1
West Bengal,21/03/2020,F,1
West Bengal,21/03/2020,M,1
West Bengal,22/03/2020,F,2
West Bengal,22/03/2020,M,1
West Bengal,24/03/2020,M,2
West Bengal,26/03/2020,M,1
West Bengal,27/03/2020,F,4
West Bengal,27/03/2020,M,1
West Bengal,28/03/2020,F,3
West Bengal,29/03/2020,M,2
West Bengal,29/03/2020,Unknown,1
West Bengal,30/03/2020,M,1
West Bengal,31/03/2020,Unknown,13
West Bengal,31/03/2020,F,1
West Bengal,31/03/2020,M,1
West Bengal,02/04/2020,Unknown,16
West Bengal,05/04/2020,Unknown,27
West Bengal,07/04/2020,Unknown,11
West Bengal,08/04/2020,Unknown,8
West Bengal,09/04/2020,Unknown,4
West Bengal,10/04/2020,Unknown,13
West Bengal,11/04/2020,Unknown,10
West Bengal,12/04/2020,Unknown,8
West Bengal,13/04/2020,Unknown,18
West Bengal,14/04/2020,Unknown,38
West Bengal,15/04/2020,Unknown,23
West Bengal,16/04/2020,Unknown,18
West Bengal,17/04/2020,Unknown,24
West Bengal,18/04/2020,Unknown,32
West Bengal,19/04/2020,Unknown,23
West Bengal,20/04/2020,Unknown,29
West Bengal,21/04/2020,Unknown,53
West Bengal,22/04/2020,Unknown,31
West Bengal,23/04/2020,Unknown,33
West Bengal,24/04/2020,Unknown,58
West Bengal,25/04/2020,Unknown,57
West Bengal,26/04/2020,Unknown,40
West Bengal,27/04/2020,Unknown,1
West Bengal,28/04/2020,Unknown,3
West Bengal,29/04/2020,Unknown,2
West Bengal,30/04/2020,Unknown,3
West Bengal,01/05/2020,Unknown,3
West Bengal,02/05/2020,Unknown,3
West Bengal,03/05/2020,Unknown,42
West Bengal,04/05/2020,Unknown,13
West Bengal,05/05/2020,Unknown,22
West Bengal,06/05/2020,Unknown,11
West Bengal,07/05/2020,Unknown,16
West Bengal,08/05/2020,Unknown,17
West Bengal,09/05/2020,Unknown,15
West Bengal,10/05/2020,Unknown,18
West Bengal,10/05/2020,M,1
West Bengal,11/05/2020,Unknown,20
West Bengal,12/05/2020,Unknown,20
West Bengal,13/05/2020,Unknown,20
West Bengal,14/05/2020,Unknown,19
West Bengal,15/05/2020,Unknown,18
West Bengal,16/05/2020,Unknown,16
West Bengal,17/05/2020,Unknown,18
West Bengal,18/05/2020,Unknown,19
West Bengal,19/05/2020,Unknown,25
West Bengal,20/05/2020,Unknown,20
West Bengal,21/05/2020,Unknown,19
West Bengal,22/05/2020,Unknown,18
West Bengal,23/05/2020,Unknown,24
West Bengal,24/05/2020,Unknown,22
West Bengal,25/05/2020,Unknown,25
West Bengal,26/05/2020,Unknown,31
West Bengal,27/05/2020,Unknown,30
West Bengal,28/05/2020,Unknown,42
West Bengal,29/05/2020,Unknown,32
West Bengal,30/05/2020,Unknown,37
West Bengal,31/05/2020,Unknown,34
West Bengal,01/06/2020,Unknown,37
West Bengal,02/06/2020,Unknown,32
West Bengal,03/06/2020,Unknown,35
West Bengal,04/06/2020,Unknown,40
West Bengal,05/06/2020,Unknown,41
West Bengal,06/06/2020,Unknown,44
West Bengal,07/06/2020,Unknown,47
West Bengal,08/06/2020,Unknown,38
West Bengal,09/06/2020,Unknown,36
West Bengal,10/06/2020,Unknown,41
West Bengal,11/06/2020,Unknown,42
West Bengal,12/06/2020,Unknown,44
West Bengal,13/06/2020,Unknown,38
West Bengal,14/06/2020,Unknown,40
West Bengal,15/06/2020,Unknown,42
West Bengal,16/06/2020,Unknown,40
West Bengal,17/06/2020,Unknown,40
West Bengal,18/06/2020,Unknown,38
West Bengal,19/06/2020,Unknown,41
West Bengal,20/06/2020,Unknown,46
West Bengal,21/06/2020,Unknown,38
West Bengal,22/06/2020,Unknown,43
West Bengal,23/06/2020,Unknown,42
West Bengal,24/06/2020,Unknown,43
West Bengal,25/06/2020,Unknown,42
West Bengal,26/06/2020,Unknown,44
West Bengal,27/06/2020,Unknown,36
West Bengal,28/06/2020,Unknown,40
West Bengal,29/06/2020,Unknown,41
West Bengal,30/06/2020,Unknown,46
West Bengal,01/07/2020,Unknown,46
West Bengal,02/07/2020,Unknown,42
West Bengal,03/07/2020,Unknown,42
West Bengal,04/07/2020,Unknown,46
West Bengal,05/07/2020,Unknown,45
West Bengal,06/07/2020,Unknown,44
West Bengal,07/07/2020,Unknown,45
West Bengal,08/07/2020,Unknown,45
West Bengal,09/07/2020,Unknown,39
West Bengal,10/07/2020,Unknown,45
West Bengal,11/07/2020,Unknown,41
West Bengal,12/07/2020,Unknown,47
West Bengal,13/07/2020,Unknown,47
West Bengal,14/07/2020,Unknown,41
West Bengal,15/07/2020,Unknown,45
West Bengal,16/07/2020,Unknown,47
West Bengal,17/07/2020,Unknown,47
